Sample in Buffer,Sample in Window,TRIGGER,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tlast,Interface_(i4:s0)_(dac_ctrl_ch4)[2:0],Interface_(i4:s1)_(dac_ctrl_ch5)[2:0],Interface_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],Interface_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0],T_Channel_(i4:s0)_(dac_ctrl_ch4)[2:0],T_Channel_(i4:s1)_(dac_ctrl_ch5)[2:0],T_Channel_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],T_Channel_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
355,355,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1100000000000000001111111111110000000000000000000000000000001111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
356,356,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111110000000000000001111111111110000000000000010111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
357,357,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000001111111111111000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
358,358,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000011111111111100000000000000100000000000001000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
359,359,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001000000000000100000000000000000000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
360,360,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001111111111111000000000000000000000000000001111111111111000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
361,361,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000101111111111111000000000000000111111111111101111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
362,362,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110000000000000000000000000011000000000000000111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
363,363,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000000000000000000011111111111110000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
364,364,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000010111111111111100000000000000000000000000010000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
365,365,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000111111111111101111111111111000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
366,366,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111000000000000010000000000000101111111111111000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
367,367,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000010111111111111001111111111111011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
368,368,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111000000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
369,369,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000001111111111111000000000000000111111111111001111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
370,370,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111110000000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
371,371,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000111111111111100000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
372,372,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000011111111111110111111111111101111111111110011111111111110,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
373,373,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111011111111111110000000000000000000000000000011111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
374,374,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110101111111111111011111111111110111111111111000000000000001000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
375,375,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000100000000000000011111111111110111111111111101111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
376,376,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110111111111111000000000000001000000000000000000000000000100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
377,377,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000100111111111111101111111111111011000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
378,378,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010111111111111100000000000000000000000000010111111111111100000,1,1,0,0000000003000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
379,379,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000100000000000000000000000000010000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
380,380,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000001000000000000010000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
381,381,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001000000000000010000000000000000000000000000000000000000100,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
382,382,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000001101111111111110000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
383,383,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000100000000000010011111111111100000000000000000000000000000011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
384,384,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000001000000000000000000000000000100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
385,385,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000100000000000000011111111111100111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
386,386,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
387,387,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0011111111111110000000000000001111111111111000000000000000111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
388,388,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111000000000000000111111111111100000000000000000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
389,389,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001000000000000010000000000000001111111111111000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
390,390,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001111111111111000000000000000000000000000000000000000001011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
391,391,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000000011111111111100000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
392,392,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000100000000000000000000000000010000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
393,393,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000000000000000001000000000000000000000000001,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
394,394,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000111111111111100000000000000000000000000100000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
395,395,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001000000000000010000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
396,396,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000010000000000000000000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
397,397,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000100000000000000000000000000010000000000000000000000000010000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
398,398,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001111111111111000000000000010000000000000100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
399,399,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000000000000000000000000000000000000000000000100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
400,400,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111101111111111111000000000000000111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
401,401,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000100000000000010000000000000100000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
402,402,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000010000000000000001111111111110000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
403,403,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111000000000000000111111111111100000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
404,404,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000101111111111111000000000000000111111111111101111111111111000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
405,405,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
406,406,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000101111111111111000000000000010000000000000000000000000010000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
407,407,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000101111111111111000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
408,408,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000101111111111111000000000000100000000000001000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
409,409,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000100000000000000011111111111110000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
410,410,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0011111111111110000000000000100000000000001000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
411,411,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000010000000000000000000000000000000000000000010000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
412,412,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001000000000000000000000000000001111111111111000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
413,413,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000111111111111100000000000010000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
